commodity,variety,grade,min_price,modal_price,max_price,date,state,district,market,buffer_stock_qty_kg
Masoor Dal,Red,FAQ,75.09,79.6,87.53,2024-11-03,Delhi,Delhi,Azadpur APMC,5105
Sunflower Oil,Refined,FAQ,110.95,118.54,127.99,2024-11-22,Delhi,Delhi,Azadpur APMC,5925
Sunflower Oil,Refined,FAQ,114.5,125.26,135.18,2025-07-06,Delhi,Delhi,Azadpur APMC,5340
Salt,Iodized,FAQ,17.03,18.14,19.48,2024-11-21,Delhi,Delhi,Azadpur APMC,4692
Potato,Desi/Local,FAQ,24.7,26.2,28.22,2025-06-14,Delhi,Delhi,Azadpur APMC,5277
Mustard Oil,Kachi Ghani,FAQ,127.38,137.35,150.25,2025-09-25,Delhi,Delhi,Azadpur APMC,5201
Milk,Toned,FAQ,49.74,54.27,57.48,2025-11-14,Uttar Pradesh,Lucknow,Dubagga Mandi,5101
Salt,Iodized,FAQ,20.35,22.49,24.58,2025-01-17,Uttar Pradesh,Lucknow,Dubagga Mandi,4264
Salt,Iodized,FAQ,17.52,18.68,20.02,2025-07-28,Uttar Pradesh,Lucknow,Dubagga Mandi,4824
Potato,Desi/Local,FAQ,16.89,18.28,19.78,2025-10-30,Karnataka,Bengaluru,Yeshwantpur APMC,5429
Mustard Oil,Kachi Ghani,FAQ,144.5,153.87,168.2,2025-05-26,Uttar Pradesh,Lucknow,Dubagga Mandi,3746
Sugar,M-30,FAQ,34.51,36.82,39.54,2024-11-28,Maharashtra,Mumbai,Vashi APMC,5440
Tur Dal,Unpolished,FAQ,97.56,103.67,110.71,2024-12-25,Karnataka,Bengaluru,Yeshwantpur APMC,5667
Wheat,Sharbati,FAQ,24.51,26.96,29.22,2025-09-21,Maharashtra,Mumbai,Vashi APMC,5267
Salt,Iodized,FAQ,19.71,21.83,23.72,2025-06-12,Maharashtra,Mumbai,Vashi APMC,4637
Moong Dal,Split,FAQ,92.11,98.28,108.08,2024-12-15,Uttar Pradesh,Lucknow,Dubagga Mandi,4210
Potato,Desi/Local,FAQ,18.14,19.75,21.08,2024-11-19,Maharashtra,Mumbai,Vashi APMC,5816
Masoor Dal,Red,FAQ,88.86,93.72,101.68,2025-06-09,Karnataka,Bengaluru,Yeshwantpur APMC,4105
Milk,Toned,FAQ,55.76,59.98,65.71,2025-02-23,Karnataka,Bengaluru,Yeshwantpur APMC,4003
Mustard Oil,Kachi Ghani,FAQ,153.73,163.42,172.42,2025-05-12,Maharashtra,Mumbai,Vashi APMC,2449
Tur Dal,Unpolished,FAQ,112.85,122.71,130.39,2025-04-30,Delhi,Delhi,Azadpur APMC,3435
Gram Dal,Desi,FAQ,74.45,81.35,86.63,2025-01-06,Uttar Pradesh,Lucknow,Dubagga Mandi,4599
Wheat,Sharbati,FAQ,31.79,34.03,37.24,2025-03-04,Karnataka,Bengaluru,Yeshwantpur APMC,4624
Urad Dal,Black,FAQ,89.3,97.48,105.55,2025-10-08,Uttar Pradesh,Lucknow,Dubagga Mandi,6204
Green Chilli,Teja,FAQ,57.09,61.53,64.96,2024-12-31,Delhi,Delhi,Azadpur APMC,4949
Milk,Toned,FAQ,51.93,54.94,59.64,2025-01-27,Delhi,Delhi,Azadpur APMC,4990
Ginger,Local,FAQ,80.56,85.5,91.66,2024-12-22,Delhi,Delhi,Azadpur APMC,5485
Atta,Whole Wheat,FAQ,31.99,35.16,37.97,2025-04-23,Maharashtra,Mumbai,Vashi APMC,4587
Milk,Toned,FAQ,52.56,56.8,61.19,2025-01-22,Uttar Pradesh,Lucknow,Dubagga Mandi,4996
Salt,Iodized,FAQ,21.02,22.59,23.74,2025-03-13,Uttar Pradesh,Lucknow,Dubagga Mandi,4848
Tur Dal,Unpolished,FAQ,103.35,114.15,122.67,2025-01-24,Maharashtra,Mumbai,Vashi APMC,4198
Gram Dal,Desi,FAQ,68.47,75.53,80.1,2024-12-11,Uttar Pradesh,Lucknow,Dubagga Mandi,5171
Groundnut Oil,Filtered,FAQ,209.56,221.72,238.11,2025-05-14,Karnataka,Bengaluru,Yeshwantpur APMC,478
Atta,Whole Wheat,FAQ,37.34,39.43,41.81,2025-05-06,Maharashtra,Mumbai,Vashi APMC,4464
Milk,Toned,FAQ,47.49,50.88,55.49,2025-08-22,Karnataka,Bengaluru,Yeshwantpur APMC,5429
Gram Dal,Desi,FAQ,80.35,85.52,91.95,2025-11-10,Delhi,Delhi,Azadpur APMC,3465
Rice,Basmati/Common,FAQ,37.82,41.7,45.57,2025-08-23,Maharashtra,Mumbai,Vashi APMC,5008
Mustard Oil,Kachi Ghani,FAQ,119.12,129.68,137.71,2025-11-14,Uttar Pradesh,Lucknow,Dubagga Mandi,5592
Groundnut Oil,Filtered,FAQ,165.5,181.33,198.66,2025-06-27,Uttar Pradesh,Lucknow,Dubagga Mandi,4946
Onion,Red/Nashik,FAQ,24.57,26.62,29.28,2025-08-14,Karnataka,Bengaluru,Yeshwantpur APMC,5783
Moong Dal,Split,FAQ,79.98,87.3,92.16,2024-12-10,Karnataka,Bengaluru,Yeshwantpur APMC,5487
Onion,Red/Nashik,FAQ,21.61,22.82,24.78,2025-10-03,Maharashtra,Mumbai,Vashi APMC,6209
Salt,Iodized,FAQ,18.2,20.01,21.95,2025-03-02,Delhi,Delhi,Azadpur APMC,4824
Palm Oil,Imported,FAQ,97.31,107.34,113.78,2025-04-25,Uttar Pradesh,Lucknow,Dubagga Mandi,4177
Urad Dal,Black,FAQ,97.89,104.69,113.15,2025-01-18,Delhi,Delhi,Azadpur APMC,4551
Potato,Desi/Local,FAQ,19.96,21.82,23.19,2025-07-31,Uttar Pradesh,Lucknow,Dubagga Mandi,5211
Potato,Desi/Local,FAQ,21.59,22.76,24.86,2025-08-14,Karnataka,Bengaluru,Yeshwantpur APMC,5456
Ginger,Local,FAQ,89.79,97.94,103.24,2025-03-05,Karnataka,Bengaluru,Yeshwantpur APMC,3788
Atta,Whole Wheat,FAQ,34.25,36.75,39.69,2025-05-05,Maharashtra,Mumbai,Vashi APMC,4949
Tomato,Hybrid,FAQ,36.39,38.74,42.54,2025-07-06,Karnataka,Bengaluru,Yeshwantpur APMC,5626
Green Chilli,Teja,FAQ,58.87,63.54,66.87,2025-07-06,Maharashtra,Mumbai,Vashi APMC,4973
Milk,Toned,FAQ,44.14,46.75,50.24,2024-11-04,Uttar Pradesh,Lucknow,Dubagga Mandi,5881
Salt,Iodized,FAQ,17.93,19.85,21.55,2025-07-22,Karnataka,Bengaluru,Yeshwantpur APMC,4634
Sugar,M-30,FAQ,39.33,43.32,46.98,2025-11-08,Uttar Pradesh,Lucknow,Dubagga Mandi,5105
Sugar,M-30,FAQ,39.77,43.32,46.6,2025-11-12,Maharashtra,Mumbai,Vashi APMC,5106
Green Chilli,Teja,FAQ,56.18,61.61,65.43,2025-06-29,Uttar Pradesh,Lucknow,Dubagga Mandi,4506
Mustard Oil,Kachi Ghani,FAQ,139.18,149.55,161.35,2025-10-03,Karnataka,Bengaluru,Yeshwantpur APMC,4161
Salt,Iodized,FAQ,15.54,17.14,18.27,2024-10-29,Maharashtra,Mumbai,Vashi APMC,5543
Atta,Whole Wheat,FAQ,35.27,38.15,41.38,2025-02-11,Maharashtra,Mumbai,Vashi APMC,4269
Potato,Desi/Local,FAQ,29.63,31.52,34.38,2025-03-26,Uttar Pradesh,Lucknow,Dubagga Mandi,4308
Palm Oil,Imported,FAQ,88.83,95.95,101.07,2025-01-04,Maharashtra,Mumbai,Vashi APMC,5067
Mustard Oil,Kachi Ghani,FAQ,110.0,118.31,126.67,2025-11-01,Maharashtra,Mumbai,Vashi APMC,7195
Gram Dal,Desi,FAQ,71.4,79.2,83.98,2025-07-19,Karnataka,Bengaluru,Yeshwantpur APMC,5010
Mustard Oil,Kachi Ghani,FAQ,158.82,168.1,178.61,2025-03-20,Maharashtra,Mumbai,Vashi APMC,2442
Tomato,Hybrid,FAQ,48.99,53.99,57.66,2025-03-21,Karnataka,Bengaluru,Yeshwantpur APMC,3487
Masoor Dal,Red,FAQ,87.44,93.31,100.76,2025-03-07,Uttar Pradesh,Lucknow,Dubagga Mandi,4332
Green Chilli,Teja,FAQ,54.59,60.36,64.98,2025-07-26,Karnataka,Bengaluru,Yeshwantpur APMC,5149
Urad Dal,Black,FAQ,113.61,122.03,133.52,2025-03-20,Maharashtra,Mumbai,Vashi APMC,2958
Rice,Basmati/Common,FAQ,38.41,41.47,45.52,2024-10-27,Karnataka,Bengaluru,Yeshwantpur APMC,5762
Onion,Red/Nashik,FAQ,25.65,27.35,29.41,2024-11-12,Uttar Pradesh,Lucknow,Dubagga Mandi,6208
Soya Oil,Refined,FAQ,108.77,118.4,130.02,2025-08-07,Delhi,Delhi,Azadpur APMC,5286
Onion,Red/Nashik,FAQ,37.78,41.95,45.58,2025-06-09,Delhi,Delhi,Azadpur APMC,4475
Tur Dal,Unpolished,FAQ,104.85,112.85,119.41,2025-02-05,Maharashtra,Mumbai,Vashi APMC,5142
Sugar,M-30,FAQ,46.35,50.72,55.74,2025-03-25,Delhi,Delhi,Azadpur APMC,3647
Palm Oil,Imported,FAQ,98.76,105.48,114.72,2025-07-03,Karnataka,Bengaluru,Yeshwantpur APMC,4083
Tur Dal,Unpolished,FAQ,95.78,101.2,107.02,2025-10-08,Delhi,Delhi,Azadpur APMC,5527
Potato,Desi/Local,FAQ,20.45,21.75,23.84,2025-11-24,Delhi,Delhi,Azadpur APMC,4960
Garlic,Desi,FAQ,120.52,127.15,136.28,2025-06-21,Karnataka,Bengaluru,Yeshwantpur APMC,4462
Atta,Whole Wheat,FAQ,35.83,39.12,41.3,2025-05-23,Maharashtra,Mumbai,Vashi APMC,4441
Ginger,Local,FAQ,79.4,84.14,89.28,2024-11-30,Karnataka,Bengaluru,Yeshwantpur APMC,6001
Tomato,Hybrid,FAQ,28.83,31.66,34.61,2025-09-17,Uttar Pradesh,Lucknow,Dubagga Mandi,6055
Ginger,Local,FAQ,81.85,86.83,91.64,2025-10-18,Delhi,Delhi,Azadpur APMC,4865
Wheat,Sharbati,FAQ,29.48,32.13,34.82,2025-06-22,Maharashtra,Mumbai,Vashi APMC,5087
Groundnut Oil,Filtered,FAQ,152.07,167.23,181.62,2024-11-22,Delhi,Delhi,Azadpur APMC,6318
Potato,Desi/Local,FAQ,26.85,29.36,31.91,2025-05-29,Uttar Pradesh,Lucknow,Dubagga Mandi,4238
Sunflower Oil,Refined,FAQ,124.02,132.72,141.29,2025-01-23,Delhi,Delhi,Azadpur APMC,4989
Potato,Desi/Local,FAQ,16.72,18.54,20.29,2024-11-07,Karnataka,Bengaluru,Yeshwantpur APMC,5862
Atta,Whole Wheat,FAQ,29.49,31.8,34.12,2025-11-13,Delhi,Delhi,Azadpur APMC,5110
Tomato,Hybrid,FAQ,43.25,47.54,51.55,2025-05-19,Karnataka,Bengaluru,Yeshwantpur APMC,4651
Moong Dal,Split,FAQ,97.35,104.03,112.47,2025-04-02,Maharashtra,Mumbai,Vashi APMC,4501
Gram Dal,Desi,FAQ,65.4,71.64,76.48,2025-09-06,Uttar Pradesh,Lucknow,Dubagga Mandi,5524
Garlic,Desi,FAQ,98.86,106.38,115.87,2025-10-25,Uttar Pradesh,Lucknow,Dubagga Mandi,6851
Masoor Dal,Red,FAQ,89.39,95.84,105.05,2025-05-27,Uttar Pradesh,Lucknow,Dubagga Mandi,3582
Ginger,Local,FAQ,84.03,91.37,97.43,2025-01-22,Delhi,Delhi,Azadpur APMC,4951
Sunflower Oil,Refined,FAQ,127.76,136.37,147.5,2025-05-08,Karnataka,Bengaluru,Yeshwantpur APMC,4137
Milk,Toned,FAQ,59.66,64.58,69.56,2025-03-20,Uttar Pradesh,Lucknow,Dubagga Mandi,3632
Tur Dal,Unpolished,FAQ,123.78,133.1,145.25,2025-04-14,Delhi,Delhi,Azadpur APMC,2318
Soya Oil,Refined,FAQ,124.49,133.86,141.47,2025-06-11,Delhi,Delhi,Azadpur APMC,4089
Tur Dal,Unpolished,FAQ,114.96,121.59,129.24,2025-05-10,Delhi,Delhi,Azadpur APMC,3824
Onion,Red/Nashik,FAQ,25.15,27.76,29.83,2025-09-03,Delhi,Delhi,Azadpur APMC,5327
Moong Dal,Split,FAQ,85.18,92.43,98.71,2025-11-01,Uttar Pradesh,Lucknow,Dubagga Mandi,5126
Onion,Red/Nashik,FAQ,27.66,30.12,33.12,2025-08-07,Maharashtra,Mumbai,Vashi APMC,5951
Ginger,Local,FAQ,78.19,86.36,92.16,2024-11-27,Uttar Pradesh,Lucknow,Dubagga Mandi,5654
Urad Dal,Black,FAQ,110.58,119.37,127.2,2025-06-01,Delhi,Delhi,Azadpur APMC,3600
Urad Dal,Black,FAQ,87.79,94.49,100.9,2025-08-27,Uttar Pradesh,Lucknow,Dubagga Mandi,5717
Sunflower Oil,Refined,FAQ,107.52,115.21,123.76,2025-10-18,Delhi,Delhi,Azadpur APMC,6832
Green Chilli,Teja,FAQ,55.63,60.41,65.07,2025-07-16,Delhi,Delhi,Azadpur APMC,5263
Palm Oil,Imported,FAQ,80.89,87.33,95.51,2025-07-18,Maharashtra,Mumbai,Vashi APMC,6266
Tomato,Hybrid,FAQ,28.87,31.8,33.89,2025-09-25,Uttar Pradesh,Lucknow,Dubagga Mandi,5741
Gram Dal,Desi,FAQ,73.71,81.41,85.81,2025-06-19,Uttar Pradesh,Lucknow,Dubagga Mandi,4545
Mustard Oil,Kachi Ghani,FAQ,133.6,143.41,153.11,2025-06-10,Uttar Pradesh,Lucknow,Dubagga Mandi,4355
Rice,Basmati/Common,FAQ,41.74,44.92,48.19,2025-07-09,Maharashtra,Mumbai,Vashi APMC,4753
Tur Dal,Unpolished,FAQ,104.27,112.48,122.61,2025-06-06,Delhi,Delhi,Azadpur APMC,5088
Tur Dal,Unpolished,FAQ,91.58,99.51,109.0,2024-10-30,Uttar Pradesh,Lucknow,Dubagga Mandi,6175
Green Chilli,Teja,FAQ,51.78,57.4,63.08,2024-12-14,Uttar Pradesh,Lucknow,Dubagga Mandi,5329
Rice,Basmati/Common,FAQ,42.73,46.36,50.73,2024-11-30,Uttar Pradesh,Lucknow,Dubagga Mandi,5297
Palm Oil,Imported,FAQ,91.13,98.82,106.78,2024-12-30,Maharashtra,Mumbai,Vashi APMC,5006
Ginger,Local,FAQ,76.33,81.99,88.55,2025-08-25,Maharashtra,Mumbai,Vashi APMC,5649
Tomato,Hybrid,FAQ,41.61,44.69,48.72,2025-01-02,Delhi,Delhi,Azadpur APMC,4177
Atta,Whole Wheat,FAQ,35.45,37.91,39.99,2025-06-06,Delhi,Delhi,Azadpur APMC,4948
Groundnut Oil,Filtered,FAQ,170.59,179.94,194.28,2024-12-07,Karnataka,Bengaluru,Yeshwantpur APMC,5078
Sugar,M-30,FAQ,43.76,47.35,50.09,2025-03-19,Uttar Pradesh,Lucknow,Dubagga Mandi,4588
Soya Oil,Refined,FAQ,111.79,121.36,132.55,2025-10-28,Delhi,Delhi,Azadpur APMC,5629
Gram Dal,Desi,FAQ,69.83,74.18,78.77,2025-09-07,Maharashtra,Mumbai,Vashi APMC,5532
Ginger,Local,FAQ,82.92,88.08,94.88,2024-12-17,Delhi,Delhi,Azadpur APMC,4931
Atta,Whole Wheat,FAQ,30.62,32.8,34.48,2025-08-29,Uttar Pradesh,Lucknow,Dubagga Mandi,5621
Tur Dal,Unpolished,FAQ,108.66,118.41,125.19,2025-04-23,Maharashtra,Mumbai,Vashi APMC,3767
Palm Oil,Imported,FAQ,85.14,91.44,98.83,2024-12-25,Karnataka,Bengaluru,Yeshwantpur APMC,5015
Palm Oil,Imported,FAQ,89.53,97.19,104.29,2025-07-12,Maharashtra,Mumbai,Vashi APMC,4691
Salt,Iodized,FAQ,20.42,22.12,23.96,2025-04-24,Uttar Pradesh,Lucknow,Dubagga Mandi,4720
Atta,Whole Wheat,FAQ,32.6,34.72,37.14,2024-12-26,Karnataka,Bengaluru,Yeshwantpur APMC,4730
Sugar,M-30,FAQ,40.41,44.68,48.32,2025-05-14,Uttar Pradesh,Lucknow,Dubagga Mandi,5126
Sugar,M-30,FAQ,39.2,43.32,46.72,2025-09-28,Karnataka,Bengaluru,Yeshwantpur APMC,5326
Sugar,M-30,FAQ,41.93,46.1,48.76,2025-03-09,Maharashtra,Mumbai,Vashi APMC,4662
Potato,Desi/Local,FAQ,15.23,16.63,17.49,2024-11-10,Delhi,Delhi,Azadpur APMC,5615
Green Chilli,Teja,FAQ,64.86,71.29,76.78,2025-04-04,Maharashtra,Mumbai,Vashi APMC,3473
Urad Dal,Black,FAQ,94.92,100.08,107.66,2025-10-13,Karnataka,Bengaluru,Yeshwantpur APMC,5382
Onion,Red/Nashik,FAQ,22.36,23.83,25.1,2025-09-28,Delhi,Delhi,Azadpur APMC,6157
Ginger,Local,FAQ,82.47,90.98,97.72,2025-09-14,Delhi,Delhi,Azadpur APMC,5285
Urad Dal,Black,FAQ,104.19,114.13,122.74,2025-02-23,Karnataka,Bengaluru,Yeshwantpur APMC,4248
Sunflower Oil,Refined,FAQ,131.17,141.04,152.18,2025-05-16,Uttar Pradesh,Lucknow,Dubagga Mandi,4199
Masoor Dal,Red,FAQ,74.87,79.82,87.19,2025-08-27,Karnataka,Bengaluru,Yeshwantpur APMC,5987
Tur Dal,Unpolished,FAQ,112.98,121.46,128.2,2025-03-12,Delhi,Delhi,Azadpur APMC,3374
Wheat,Sharbati,FAQ,29.03,31.55,34.02,2025-04-26,Uttar Pradesh,Lucknow,Dubagga Mandi,5006
Salt,Iodized,FAQ,19.05,20.66,22.54,2025-03-30,Delhi,Delhi,Azadpur APMC,5280
Mustard Oil,Kachi Ghani,FAQ,126.16,134.46,141.75,2025-09-21,Karnataka,Bengaluru,Yeshwantpur APMC,5201
Moong Dal,Split,FAQ,86.6,91.84,99.32,2025-10-24,Uttar Pradesh,Lucknow,Dubagga Mandi,5021
Moong Dal,Split,FAQ,81.2,86.34,92.44,2025-11-06,Delhi,Delhi,Azadpur APMC,5468
Moong Dal,Split,FAQ,89.31,97.25,104.44,2025-01-13,Delhi,Delhi,Azadpur APMC,4524
Potato,Desi/Local,FAQ,29.31,31.48,33.36,2025-05-08,Maharashtra,Mumbai,Vashi APMC,4843
Tomato,Hybrid,FAQ,47.82,51.34,54.7,2025-03-24,Karnataka,Bengaluru,Yeshwantpur APMC,4215
Ginger,Local,FAQ,75.65,81.99,88.59,2025-11-21,Delhi,Delhi,Azadpur APMC,6007
Ginger,Local,FAQ,88.55,97.6,105.74,2025-07-09,Delhi,Delhi,Azadpur APMC,3928
Tur Dal,Unpolished,FAQ,99.31,109.06,117.6,2024-12-23,Delhi,Delhi,Azadpur APMC,4902
Soya Oil,Refined,FAQ,112.42,121.14,130.08,2024-11-26,Delhi,Delhi,Azadpur APMC,5703
Wheat,Sharbati,FAQ,31.13,33.24,36.24,2025-03-02,Delhi,Delhi,Azadpur APMC,4894
Wheat,Sharbati,FAQ,28.92,31.97,33.78,2025-06-19,Maharashtra,Mumbai,Vashi APMC,5299
Mustard Oil,Kachi Ghani,FAQ,117.54,129.22,138.75,2024-11-27,Karnataka,Bengaluru,Yeshwantpur APMC,5958
Wheat,Sharbati,FAQ,30.43,33.57,36.7,2025-02-27,Karnataka,Bengaluru,Yeshwantpur APMC,5127
Tur Dal,Unpolished,FAQ,85.23,93.88,101.74,2024-11-12,Karnataka,Bengaluru,Yeshwantpur APMC,6631
Soya Oil,Refined,FAQ,113.3,121.86,129.83,2025-10-27,Uttar Pradesh,Lucknow,Dubagga Mandi,5621
Milk,Toned,FAQ,55.27,59.96,63.2,2025-03-09,Delhi,Delhi,Azadpur APMC,4353
Moong Dal,Split,FAQ,77.98,85.77,90.08,2024-11-06,Delhi,Delhi,Azadpur APMC,5574
Palm Oil,Imported,FAQ,87.64,94.22,100.07,2025-01-19,Karnataka,Bengaluru,Yeshwantpur APMC,5507
Soya Oil,Refined,FAQ,107.44,114.67,122.73,2025-10-24,Karnataka,Bengaluru,Yeshwantpur APMC,6361
Masoor Dal,Red,FAQ,71.77,79.03,83.66,2024-11-09,Uttar Pradesh,Lucknow,Dubagga Mandi,6089
Onion,Red/Nashik,FAQ,37.29,40.26,43.18,2025-05-19,Uttar Pradesh,Lucknow,Dubagga Mandi,4205
Tomato,Hybrid,FAQ,37.93,40.21,43.29,2024-12-25,Uttar Pradesh,Lucknow,Dubagga Mandi,4777
Palm Oil,Imported,FAQ,88.74,96.6,103.95,2025-01-04,Karnataka,Bengaluru,Yeshwantpur APMC,5109
Tomato,Hybrid,FAQ,45.74,50.21,52.77,2025-05-06,Karnataka,Bengaluru,Yeshwantpur APMC,4375
Tur Dal,Unpolished,FAQ,109.21,115.44,121.45,2025-01-31,Uttar Pradesh,Lucknow,Dubagga Mandi,4096
Wheat,Sharbati,FAQ,26.01,28.57,30.44,2025-02-20,Delhi,Delhi,Azadpur APMC,4857
Sunflower Oil,Refined,FAQ,132.88,144.62,152.14,2025-06-28,Maharashtra,Mumbai,Vashi APMC,3146
Tur Dal,Unpolished,FAQ,113.75,122.53,133.0,2025-05-31,Karnataka,Bengaluru,Yeshwantpur APMC,3919
Mustard Oil,Kachi Ghani,FAQ,122.34,134.34,141.14,2025-11-03,Delhi,Delhi,Azadpur APMC,5651
Sunflower Oil,Refined,FAQ,126.07,137.14,148.19,2025-08-13,Uttar Pradesh,Lucknow,Dubagga Mandi,4599
Mustard Oil,Kachi Ghani,FAQ,143.82,151.54,165.37,2025-04-14,Uttar Pradesh,Lucknow,Dubagga Mandi,3462
Tur Dal,Unpolished,FAQ,101.26,109.38,115.31,2024-12-08,Uttar Pradesh,Lucknow,Dubagga Mandi,5138
Wheat,Sharbati,FAQ,29.06,30.95,33.31,2025-08-18,Maharashtra,Mumbai,Vashi APMC,4849
Milk,Toned,FAQ,54.79,60.76,66.05,2025-04-14,Uttar Pradesh,Lucknow,Dubagga Mandi,3943
Masoor Dal,Red,FAQ,70.33,76.14,81.04,2025-09-18,Maharashtra,Mumbai,Vashi APMC,5897
Sugar,M-30,FAQ,35.63,39.25,43.04,2025-09-09,Delhi,Delhi,Azadpur APMC,5655
Sunflower Oil,Refined,FAQ,117.63,125.37,136.77,2025-10-13,Uttar Pradesh,Lucknow,Dubagga Mandi,5356
Atta,Whole Wheat,FAQ,37.82,39.99,42.11,2025-06-04,Maharashtra,Mumbai,Vashi APMC,4384
Masoor Dal,Red,FAQ,89.39,96.72,103.28,2025-05-09,Uttar Pradesh,Lucknow,Dubagga Mandi,4181
Groundnut Oil,Filtered,FAQ,187.68,197.61,208.61,2025-02-23,Karnataka,Bengaluru,Yeshwantpur APMC,2962
Milk,Toned,FAQ,44.22,48.91,52.58,2025-11-01,Maharashtra,Mumbai,Vashi APMC,5190
Tomato,Hybrid,FAQ,48.69,53.57,58.44,2025-03-08,Maharashtra,Mumbai,Vashi APMC,3681
Groundnut Oil,Filtered,FAQ,159.78,171.07,181.74,2025-08-07,Delhi,Delhi,Azadpur APMC,6002
Wheat,Sharbati,FAQ,27.58,29.89,32.18,2025-08-01,Maharashtra,Mumbai,Vashi APMC,5175
Onion,Red/Nashik,FAQ,36.96,40.32,42.38,2025-06-11,Maharashtra,Mumbai,Vashi APMC,4312
Sunflower Oil,Refined,FAQ,131.19,143.25,151.29,2025-06-01,Uttar Pradesh,Lucknow,Dubagga Mandi,3990
Salt,Iodized,FAQ,19.87,21.61,23.49,2025-02-07,Maharashtra,Mumbai,Vashi APMC,4515
Tur Dal,Unpolished,FAQ,110.36,118.23,126.2,2025-09-18,Delhi,Delhi,Azadpur APMC,4180
Rice,Basmati/Common,FAQ,41.31,43.92,46.22,2025-08-09,Delhi,Delhi,Azadpur APMC,4756
Atta,Whole Wheat,FAQ,33.89,36.09,38.0,2025-07-24,Karnataka,Bengaluru,Yeshwantpur APMC,4581
Green Chilli,Teja,FAQ,62.46,66.5,71.47,2025-06-03,Karnataka,Bengaluru,Yeshwantpur APMC,4828
Masoor Dal,Red,FAQ,76.69,82.3,89.61,2025-08-18,Maharashtra,Mumbai,Vashi APMC,5291
Sunflower Oil,Refined,FAQ,116.6,126.65,139.05,2025-07-20,Karnataka,Bengaluru,Yeshwantpur APMC,5371
Sunflower Oil,Refined,FAQ,118.84,128.04,136.93,2025-11-12,Uttar Pradesh,Lucknow,Dubagga Mandi,4742
Ginger,Local,FAQ,91.61,101.51,109.68,2025-02-06,Delhi,Delhi,Azadpur APMC,3416
Palm Oil,Imported,FAQ,83.87,91.03,97.9,2025-08-16,Delhi,Delhi,Azadpur APMC,5376
Wheat,Sharbati,FAQ,26.81,28.72,31.03,2025-08-14,Uttar Pradesh,Lucknow,Dubagga Mandi,4651
Tur Dal,Unpolished,FAQ,97.43,108.12,116.77,2025-11-20,Maharashtra,Mumbai,Vashi APMC,4763
Onion,Red/Nashik,FAQ,27.4,29.24,31.97,2025-08-20,Uttar Pradesh,Lucknow,Dubagga Mandi,5193
Potato,Desi/Local,FAQ,19.12,20.32,21.81,2025-08-19,Maharashtra,Mumbai,Vashi APMC,5164
Green Chilli,Teja,FAQ,53.68,58.83,64.29,2024-12-20,Karnataka,Bengaluru,Yeshwantpur APMC,5160
Wheat,Sharbati,FAQ,32.45,35.39,38.77,2025-03-17,Uttar Pradesh,Lucknow,Dubagga Mandi,4939
Green Chilli,Teja,FAQ,53.38,57.06,61.04,2025-08-21,Karnataka,Bengaluru,Yeshwantpur APMC,4949
Soya Oil,Refined,FAQ,113.03,124.58,135.69,2024-12-24,Uttar Pradesh,Lucknow,Dubagga Mandi,4648
Groundnut Oil,Filtered,FAQ,181.61,192.08,209.99,2025-02-04,Maharashtra,Mumbai,Vashi APMC,3838
Tur Dal,Unpolished,FAQ,95.84,103.61,113.3,2025-08-19,Karnataka,Bengaluru,Yeshwantpur APMC,6136
Garlic,Desi,FAQ,118.37,126.14,135.53,2025-06-17,Maharashtra,Mumbai,Vashi APMC,4498
Palm Oil,Imported,FAQ,105.34,110.94,119.77,2025-05-14,Karnataka,Bengaluru,Yeshwantpur APMC,2915
Tomato,Hybrid,FAQ,33.84,37.25,40.89,2025-07-27,Karnataka,Bengaluru,Yeshwantpur APMC,5374
Potato,Desi/Local,FAQ,18.97,20.27,21.74,2025-08-10,Uttar Pradesh,Lucknow,Dubagga Mandi,5099
Salt,Iodized,FAQ,19.69,21.25,22.76,2025-02-14,Karnataka,Bengaluru,Yeshwantpur APMC,5175
Onion,Red/Nashik,FAQ,35.7,39.46,43.36,2025-01-20,Karnataka,Bengaluru,Yeshwantpur APMC,4638
Sugar,M-30,FAQ,43.29,45.85,48.55,2025-03-15,Delhi,Delhi,Azadpur APMC,4561
Gram Dal,Desi,FAQ,75.72,81.88,87.94,2025-01-30,Karnataka,Bengaluru,Yeshwantpur APMC,3908
Sunflower Oil,Refined,FAQ,135.67,147.98,156.66,2025-04-05,Uttar Pradesh,Lucknow,Dubagga Mandi,3106
Tomato,Hybrid,FAQ,45.53,49.72,53.71,2025-02-08,Delhi,Delhi,Azadpur APMC,3971
Potato,Desi/Local,FAQ,21.46,23.07,24.77,2025-07-20,Karnataka,Bengaluru,Yeshwantpur APMC,5547
Atta,Whole Wheat,FAQ,28.71,30.4,32.7,2024-11-04,Delhi,Delhi,Azadpur APMC,5148
Masoor Dal,Red,FAQ,78.21,85.37,90.93,2024-12-18,Uttar Pradesh,Lucknow,Dubagga Mandi,4598
Salt,Iodized,FAQ,19.64,21.14,23.02,2025-06-30,Uttar Pradesh,Lucknow,Dubagga Mandi,4884
Salt,Iodized,FAQ,19.91,21.16,22.78,2025-03-01,Uttar Pradesh,Lucknow,Dubagga Mandi,4874
Ginger,Local,FAQ,83.32,90.83,99.39,2025-07-28,Delhi,Delhi,Azadpur APMC,4525
