Batch_ID,Warehouse_ID,Location,Commodity,Category,Quantity_MT,Entry_Date,Shelf_Life_Days,Expiry_Date,Days_Until_Expiry,Status
B_14516,WH_WB_01,"Hooghly, West Bengal",Rice,Grains,20,2025-05-09,730,2027-05-09,530,HEALTHY
B_14517,WH_WB_01,"Hooghly, West Bengal",Rice,Grains,226,2025-07-12,730,2027-07-12,594,HEALTHY
B_14518,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,26,2025-03-27,730,2027-03-27,487,HEALTHY
B_14519,WH_PB_01,"Ludhiana, Punjab",Wheat,Grains,179,2025-05-21,730,2027-05-21,542,HEALTHY
B_14520,WH_MH_01,"Nashik, Maharashtra",Onion,Vegetable,351,2025-09-22,60,2025-11-21,-4,EXPIRED (Loss)
B_14521,WH_MH_01,"Nashik, Maharashtra",Sugar,Others,124,2025-03-07,730,2027-03-07,467,HEALTHY
B_14522,WH_KA_01,"Kolar, Karnataka",Rice,Grains,363,2025-09-06,730,2027-09-06,650,HEALTHY
B_14523,WH_MP_01,"Indore, Madhya Pradesh",Gram (Chana),Pulses,437,2025-04-19,365,2026-04-19,145,HEALTHY
B_14524,WH_TN_01,"Chennai, Tamil Nadu",Urad Dal,Pulses,495,2024-12-13,365,2025-12-13,18,WARNING: Sell Soon
B_14525,WH_UP_01,"Agra, Uttar Pradesh",Wheat,Grains,334,2025-01-23,730,2027-01-23,424,HEALTHY
B_14526,WH_MP_01,"Indore, Madhya Pradesh",Tomato,Vegetable,466,2025-03-07,15,2025-03-22,-248,EXPIRED (Loss)
B_14527,WH_TN_01,"Chennai, Tamil Nadu",Urad Dal,Pulses,364,2025-08-09,365,2026-08-09,257,HEALTHY
B_14528,WH_TN_01,"Chennai, Tamil Nadu",Rice,Grains,86,2025-05-01,730,2027-05-01,522,HEALTHY
B_14529,WH_TN_01,"Chennai, Tamil Nadu",Urad Dal,Pulses,446,2025-03-12,365,2026-03-12,107,HEALTHY
B_14530,WH_MP_01,"Indore, Madhya Pradesh",Gram (Chana),Pulses,213,2025-04-28,365,2026-04-28,154,HEALTHY
B_14531,WH_MP_01,"Indore, Madhya Pradesh",Rice,Grains,381,2024-12-18,730,2026-12-18,388,HEALTHY
B_14532,WH_PB_01,"Ludhiana, Punjab",Wheat,Grains,27,2024-11-15,730,2026-11-15,355,HEALTHY
B_14533,WH_MH_01,"Nashik, Maharashtra",Sugar,Others,390,2025-06-02,730,2027-06-02,554,HEALTHY
B_14534,WH_UP_01,"Agra, Uttar Pradesh",Potato,Vegetable,443,2025-04-30,120,2025-08-28,-89,EXPIRED (Loss)
B_14535,WH_MH_02,"Latur, Maharashtra",Tur Dal,Pulses,430,2025-05-30,365,2026-05-30,186,HEALTHY
B_14536,WH_MH_01,"Nashik, Maharashtra",Onion,Vegetable,163,2025-10-19,60,2025-12-18,23,WARNING: Sell Soon
B_14537,WH_WB_01,"Hooghly, West Bengal",Rice,Grains,492,2025-01-20,730,2027-01-20,421,HEALTHY
B_14538,WH_PB_01,"Ludhiana, Punjab",Rice,Grains,103,2025-10-11,730,2027-10-11,685,HEALTHY
B_14539,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,134,2024-11-10,730,2026-11-10,350,HEALTHY
B_14540,WH_MH_02,"Latur, Maharashtra",Tomato,Vegetable,302,2025-09-23,15,2025-10-08,-48,EXPIRED (Loss)
B_14541,WH_WB_01,"Hooghly, West Bengal",Rice,Grains,331,2025-11-15,730,2027-11-15,720,HEALTHY
B_14542,WH_MH_01,"Nashik, Maharashtra",Onion,Vegetable,468,2025-07-10,60,2025-09-08,-78,EXPIRED (Loss)
B_14543,WH_MH_02,"Latur, Maharashtra",Tur Dal,Pulses,111,2025-10-17,365,2026-10-17,326,HEALTHY
B_14544,WH_WB_01,"Hooghly, West Bengal",Rice,Grains,366,2025-03-11,730,2027-03-11,471,HEALTHY
B_14545,WH_UP_01,"Agra, Uttar Pradesh",Onion,Vegetable,457,2025-05-20,60,2025-07-19,-129,EXPIRED (Loss)
B_14546,WH_MH_01,"Nashik, Maharashtra",Tur Dal,Pulses,361,2024-12-25,365,2025-12-25,30,HEALTHY
B_14547,WH_MP_01,"Indore, Madhya Pradesh",Wheat,Grains,120,2025-02-03,730,2027-02-03,435,HEALTHY
B_14548,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,370,2025-08-26,730,2027-08-26,639,HEALTHY
B_14549,WH_DL_01,"Najafgarh, Delhi",Rice,Grains,482,2024-12-12,730,2026-12-12,382,HEALTHY
B_14550,WH_DL_01,"Najafgarh, Delhi",Potato,Vegetable,464,2025-11-05,120,2026-03-05,100,HEALTHY
B_14551,WH_PB_01,"Ludhiana, Punjab",Wheat,Grains,358,2025-07-31,730,2027-07-31,613,HEALTHY
B_14552,WH_MH_01,"Nashik, Maharashtra",Sugar,Others,93,2025-07-26,730,2027-07-26,608,HEALTHY
B_14553,WH_WB_01,"Hooghly, West Bengal",Urad Dal,Pulses,356,2025-05-25,365,2026-05-25,181,HEALTHY
B_14554,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,304,2025-08-12,730,2027-08-12,625,HEALTHY
B_14555,WH_KA_01,"Kolar, Karnataka",Gram (Chana),Pulses,249,2025-08-29,365,2026-08-29,277,HEALTHY
B_14556,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,476,2025-04-16,730,2027-04-16,507,HEALTHY
B_14557,WH_UP_01,"Agra, Uttar Pradesh",Masur Dal,Pulses,140,2025-07-22,365,2026-07-22,239,HEALTHY
B_14558,WH_TN_01,"Chennai, Tamil Nadu",Urad Dal,Pulses,182,2025-07-30,365,2026-07-30,247,HEALTHY
B_14559,WH_MH_02,"Latur, Maharashtra",Sunflower Oil,Oils,417,2025-07-31,365,2026-07-31,248,HEALTHY
B_14560,WH_PB_01,"Ludhiana, Punjab",Wheat,Grains,363,2025-01-10,730,2027-01-10,411,HEALTHY
B_14561,WH_WB_01,"Hooghly, West Bengal",Rice,Grains,200,2025-07-28,730,2027-07-28,610,HEALTHY
B_14562,WH_MH_01,"Nashik, Maharashtra",Onion,Vegetable,381,2025-03-17,60,2025-05-16,-193,EXPIRED (Loss)
B_14563,WH_WB_01,"Hooghly, West Bengal",Potato,Vegetable,130,2025-01-26,120,2025-05-26,-183,EXPIRED (Loss)
B_14564,WH_WB_01,"Hooghly, West Bengal",Rice,Grains,362,2025-06-03,730,2027-06-03,555,HEALTHY
B_14565,WH_DL_01,"Najafgarh, Delhi",Rice,Grains,391,2025-03-27,730,2027-03-27,487,HEALTHY
B_14566,WH_DL_01,"Najafgarh, Delhi",Potato,Vegetable,254,2025-05-03,120,2025-08-31,-86,EXPIRED (Loss)
B_14567,WH_MH_01,"Nashik, Maharashtra",Sugar,Others,78,2025-04-30,730,2027-04-30,521,HEALTHY
B_14568,WH_PB_01,"Ludhiana, Punjab",Wheat,Grains,193,2025-06-14,730,2027-06-14,566,HEALTHY
B_14569,WH_DL_01,"Najafgarh, Delhi",Potato,Vegetable,274,2025-08-08,120,2025-12-06,11,CRITICAL: DISPOSE NOW
B_14570,WH_UP_01,"Agra, Uttar Pradesh",Mustard Oil,Oils,148,2025-08-20,365,2026-08-20,268,HEALTHY
B_14571,WH_UP_01,"Agra, Uttar Pradesh",Mustard Oil,Oils,293,2025-08-14,365,2026-08-14,262,HEALTHY
B_14572,WH_KA_01,"Kolar, Karnataka",Potato,Vegetable,280,2025-08-27,120,2025-12-25,30,HEALTHY
B_14573,WH_KA_01,"Kolar, Karnataka",Tomato,Vegetable,458,2025-10-11,15,2025-10-26,-30,EXPIRED (Loss)
B_14574,WH_TN_01,"Chennai, Tamil Nadu",Rice,Grains,342,2025-05-26,730,2027-05-26,547,HEALTHY
B_14575,WH_AP_01,"Guntur, Andhra Pradesh",Masur Dal,Pulses,440,2025-06-06,365,2026-06-06,193,HEALTHY
B_14576,WH_MH_01,"Nashik, Maharashtra",Onion,Vegetable,137,2024-12-04,60,2025-02-02,-296,EXPIRED (Loss)
B_14577,WH_WB_01,"Hooghly, West Bengal",Potato,Vegetable,381,2025-03-13,120,2025-07-11,-137,EXPIRED (Loss)
B_14578,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,361,2025-08-29,730,2027-08-29,642,HEALTHY
B_14579,WH_MH_01,"Nashik, Maharashtra",Sunflower Oil,Oils,221,2025-10-03,365,2026-10-03,312,HEALTHY
B_14580,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,259,2025-04-02,730,2027-04-02,493,HEALTHY
B_14581,WH_UP_01,"Agra, Uttar Pradesh",Wheat,Grains,75,2025-06-01,730,2027-06-01,553,HEALTHY
B_14582,WH_PB_01,"Ludhiana, Punjab",Wheat,Grains,80,2024-11-17,730,2026-11-17,357,HEALTHY
B_14583,WH_MH_01,"Nashik, Maharashtra",Onion,Vegetable,319,2025-09-04,60,2025-11-03,-22,EXPIRED (Loss)
B_14584,WH_MH_02,"Latur, Maharashtra",Urad Dal,Pulses,126,2024-12-15,365,2025-12-15,20,WARNING: Sell Soon
B_14585,WH_DL_01,"Najafgarh, Delhi",Potato,Vegetable,164,2025-09-27,120,2026-01-25,61,HEALTHY
B_14586,WH_KA_01,"Kolar, Karnataka",Potato,Vegetable,268,2025-07-21,120,2025-11-18,-7,EXPIRED (Loss)
B_14587,WH_WB_01,"Hooghly, West Bengal",Moong Dal,Pulses,268,2025-07-16,365,2026-07-16,233,HEALTHY
B_14588,WH_MP_01,"Indore, Madhya Pradesh",Wheat,Grains,226,2025-01-15,730,2027-01-15,416,HEALTHY
B_14589,WH_UP_01,"Agra, Uttar Pradesh",Mustard Oil,Oils,15,2025-07-29,365,2026-07-29,246,HEALTHY
B_14590,WH_WB_01,"Hooghly, West Bengal",Potato,Vegetable,341,2025-03-20,120,2025-07-18,-130,EXPIRED (Loss)
B_14591,WH_MP_01,"Indore, Madhya Pradesh",Potato,Vegetable,358,2024-12-11,120,2025-04-10,-229,EXPIRED (Loss)
B_14592,WH_UP_01,"Agra, Uttar Pradesh",Potato,Vegetable,86,2025-10-26,120,2026-02-23,90,HEALTHY
B_14593,WH_TN_01,"Chennai, Tamil Nadu",Salt,Others,51,2025-09-07,1000,2028-06-03,921,HEALTHY
B_14594,WH_KA_01,"Kolar, Karnataka",Tomato,Vegetable,444,2024-11-30,15,2024-12-15,-345,EXPIRED (Loss)
B_14595,WH_TN_01,"Chennai, Tamil Nadu",Salt,Others,13,2024-12-27,1000,2027-09-23,667,HEALTHY
B_14596,WH_DL_01,"Najafgarh, Delhi",Rice,Grains,460,2024-12-07,730,2026-12-07,377,HEALTHY
B_14597,WH_PB_01,"Ludhiana, Punjab",Rice,Grains,382,2025-03-02,730,2027-03-02,462,HEALTHY
B_14598,WH_UP_01,"Agra, Uttar Pradesh",Potato,Vegetable,165,2025-07-01,120,2025-10-29,-27,EXPIRED (Loss)
B_14599,WH_WB_01,"Hooghly, West Bengal",Rice,Grains,55,2025-05-03,730,2027-05-03,524,HEALTHY
B_14600,WH_MH_02,"Latur, Maharashtra",Sunflower Oil,Oils,94,2025-01-29,365,2026-01-29,65,HEALTHY
B_14601,WH_PB_01,"Ludhiana, Punjab",Urad Dal,Pulses,52,2025-11-14,365,2026-11-14,354,HEALTHY
B_14602,WH_DL_01,"Najafgarh, Delhi",Rice,Grains,133,2025-03-21,730,2027-03-21,481,HEALTHY
B_14603,WH_KA_01,"Kolar, Karnataka",Potato,Vegetable,140,2025-03-26,120,2025-07-24,-124,EXPIRED (Loss)
B_14604,WH_PB_01,"Ludhiana, Punjab",Rice,Grains,211,2024-12-26,730,2026-12-26,396,HEALTHY
B_14605,WH_UP_01,"Agra, Uttar Pradesh",Mustard Oil,Oils,479,2025-05-10,365,2026-05-10,166,HEALTHY
B_14606,WH_WB_01,"Hooghly, West Bengal",Rice,Grains,135,2024-12-05,730,2026-12-05,375,HEALTHY
B_14607,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,268,2025-08-15,730,2027-08-15,628,HEALTHY
B_14608,WH_MH_01,"Nashik, Maharashtra",Tur Dal,Pulses,406,2025-01-01,365,2026-01-01,37,HEALTHY
B_14609,WH_TN_01,"Chennai, Tamil Nadu",Onion,Vegetable,483,2025-04-24,60,2025-06-23,-155,EXPIRED (Loss)
B_14610,WH_KA_01,"Kolar, Karnataka",Tomato,Vegetable,385,2025-01-14,15,2025-01-29,-300,EXPIRED (Loss)
B_14611,WH_KA_01,"Kolar, Karnataka",Tomato,Vegetable,310,2025-07-09,15,2025-07-24,-124,EXPIRED (Loss)
B_14612,WH_AP_01,"Guntur, Andhra Pradesh",Mustard Oil,Oils,265,2025-08-31,365,2026-08-31,279,HEALTHY
B_14613,WH_AP_01,"Guntur, Andhra Pradesh",Sugar,Others,338,2025-08-02,730,2027-08-02,615,HEALTHY
B_14614,WH_KA_01,"Kolar, Karnataka",Potato,Vegetable,422,2025-01-19,120,2025-05-19,-190,EXPIRED (Loss)
B_14615,WH_TN_01,"Chennai, Tamil Nadu",Mustard Oil,Oils,222,2025-01-01,365,2026-01-01,37,HEALTHY
B_14616,WH_KA_01,"Kolar, Karnataka",Potato,Vegetable,172,2025-10-05,120,2026-02-02,69,HEALTHY
B_14617,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,488,2025-07-30,730,2027-07-30,612,HEALTHY
B_14618,WH_TN_01,"Chennai, Tamil Nadu",Rice,Grains,346,2025-02-15,730,2027-02-15,447,HEALTHY
B_14619,WH_MH_01,"Nashik, Maharashtra",Sugar,Others,132,2025-09-29,730,2027-09-29,673,HEALTHY
B_14620,WH_AP_01,"Guntur, Andhra Pradesh",Masur Dal,Pulses,390,2025-06-15,365,2026-06-15,202,HEALTHY
B_14621,WH_MH_01,"Nashik, Maharashtra",Onion,Vegetable,489,2025-10-15,60,2025-12-14,19,WARNING: Sell Soon
B_14622,WH_MH_02,"Latur, Maharashtra",Urad Dal,Pulses,219,2025-05-16,365,2026-05-16,172,HEALTHY
B_14623,WH_PB_01,"Ludhiana, Punjab",Rice,Grains,455,2025-07-31,730,2027-07-31,613,HEALTHY
B_14624,WH_MH_01,"Nashik, Maharashtra",Gram (Chana),Pulses,60,2025-02-14,365,2026-02-14,81,HEALTHY
B_14625,WH_DL_01,"Najafgarh, Delhi",Rice,Grains,76,2025-10-19,730,2027-10-19,693,HEALTHY
B_14626,WH_DL_01,"Najafgarh, Delhi",Tur Dal,Pulses,247,2025-04-13,365,2026-04-13,139,HEALTHY
B_14627,WH_AP_01,"Guntur, Andhra Pradesh",Masur Dal,Pulses,43,2025-07-20,365,2026-07-20,237,HEALTHY
B_14628,WH_MP_01,"Indore, Madhya Pradesh",Rice,Grains,274,2024-11-19,730,2026-11-19,359,HEALTHY
B_14629,WH_TN_01,"Chennai, Tamil Nadu",Mustard Oil,Oils,294,2025-10-21,365,2026-10-21,330,HEALTHY
B_14630,WH_MH_01,"Nashik, Maharashtra",Onion,Vegetable,119,2025-07-09,60,2025-09-07,-79,EXPIRED (Loss)
B_14631,WH_MH_01,"Nashik, Maharashtra",Tur Dal,Pulses,281,2025-03-23,365,2026-03-23,118,HEALTHY
B_14632,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,138,2025-02-26,730,2027-02-26,458,HEALTHY
B_14633,WH_UP_01,"Agra, Uttar Pradesh",Urad Dal,Pulses,122,2025-07-02,365,2026-07-02,219,HEALTHY
B_14634,WH_PB_01,"Ludhiana, Punjab",Wheat,Grains,73,2025-06-25,730,2027-06-25,577,HEALTHY
B_14635,WH_PB_01,"Ludhiana, Punjab",Mustard Oil,Oils,129,2024-12-13,365,2025-12-13,18,WARNING: Sell Soon
B_14636,WH_MP_01,"Indore, Madhya Pradesh",Masur Dal,Pulses,356,2025-01-28,365,2026-01-28,64,HEALTHY
B_14637,WH_PB_01,"Ludhiana, Punjab",Wheat,Grains,34,2025-02-03,730,2027-02-03,435,HEALTHY
B_14638,WH_TN_01,"Chennai, Tamil Nadu",Rice,Grains,485,2025-05-28,730,2027-05-28,549,HEALTHY
B_14639,WH_TN_01,"Chennai, Tamil Nadu",Urad Dal,Pulses,132,2025-04-15,365,2026-04-15,141,HEALTHY
B_14640,WH_MH_02,"Latur, Maharashtra",Urad Dal,Pulses,181,2025-02-03,365,2026-02-03,70,HEALTHY
B_14641,WH_KA_01,"Kolar, Karnataka",Potato,Vegetable,160,2025-01-26,120,2025-05-26,-183,EXPIRED (Loss)
B_14642,WH_MH_02,"Latur, Maharashtra",Sunflower Oil,Oils,470,2025-10-17,365,2026-10-17,326,HEALTHY
B_14643,WH_PB_01,"Ludhiana, Punjab",Rice,Grains,488,2025-02-17,730,2027-02-17,449,HEALTHY
B_14644,WH_WB_01,"Hooghly, West Bengal",Rice,Grains,241,2024-11-29,730,2026-11-29,369,HEALTHY
B_14645,WH_TN_01,"Chennai, Tamil Nadu",Tur Dal,Pulses,182,2025-02-18,365,2026-02-18,85,HEALTHY
B_14646,WH_MH_01,"Nashik, Maharashtra",Tur Dal,Pulses,163,2025-05-12,365,2026-05-12,168,HEALTHY
B_14647,WH_MH_02,"Latur, Maharashtra",Tur Dal,Pulses,111,2025-03-18,365,2026-03-18,113,HEALTHY
B_14648,WH_WB_01,"Hooghly, West Bengal",Rice,Grains,148,2025-11-22,730,2027-11-22,727,HEALTHY
B_14649,WH_MP_01,"Indore, Madhya Pradesh",Rice,Grains,189,2024-12-25,730,2026-12-25,395,HEALTHY
B_14650,WH_UP_01,"Agra, Uttar Pradesh",Potato,Vegetable,318,2025-02-10,120,2025-06-10,-168,EXPIRED (Loss)
B_14651,WH_MH_02,"Latur, Maharashtra",Onion,Vegetable,118,2025-11-09,60,2026-01-08,44,HEALTHY
B_14652,WH_KA_01,"Kolar, Karnataka",Wheat,Grains,92,2025-11-09,730,2027-11-09,714,HEALTHY
B_14653,WH_PB_01,"Ludhiana, Punjab",Mustard Oil,Oils,61,2025-06-27,365,2026-06-27,214,HEALTHY
B_14654,WH_PB_01,"Ludhiana, Punjab",Rice,Grains,124,2025-09-19,730,2027-09-19,663,HEALTHY
B_14655,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,317,2025-06-16,730,2027-06-16,568,HEALTHY
B_14656,WH_TN_01,"Chennai, Tamil Nadu",Urad Dal,Pulses,301,2025-02-03,365,2026-02-03,70,HEALTHY
B_14657,WH_DL_01,"Najafgarh, Delhi",Potato,Vegetable,438,2025-03-15,120,2025-07-13,-135,EXPIRED (Loss)
B_14658,WH_KA_01,"Kolar, Karnataka",Tomato,Vegetable,112,2025-03-19,15,2025-04-03,-236,EXPIRED (Loss)
B_14659,WH_DL_01,"Najafgarh, Delhi",Onion,Vegetable,18,2025-08-03,60,2025-10-02,-54,EXPIRED (Loss)
B_14660,WH_DL_01,"Najafgarh, Delhi",Potato,Vegetable,275,2025-08-17,120,2025-12-15,20,WARNING: Sell Soon
B_14661,WH_UP_01,"Agra, Uttar Pradesh",Moong Dal,Pulses,174,2025-02-24,365,2026-02-24,91,HEALTHY
B_14662,WH_WB_01,"Hooghly, West Bengal",Masur Dal,Pulses,211,2024-12-11,365,2025-12-11,16,WARNING: Sell Soon
B_14663,WH_MP_01,"Indore, Madhya Pradesh",Wheat,Grains,385,2025-08-02,730,2027-08-02,615,HEALTHY
B_14664,WH_DL_01,"Najafgarh, Delhi",Onion,Vegetable,445,2025-04-08,60,2025-06-07,-171,EXPIRED (Loss)
B_14665,WH_DL_01,"Najafgarh, Delhi",Onion,Vegetable,492,2025-06-17,60,2025-08-16,-101,EXPIRED (Loss)
B_14666,WH_MH_02,"Latur, Maharashtra",Urad Dal,Pulses,172,2025-09-20,365,2026-09-20,299,HEALTHY
B_14667,WH_UP_01,"Agra, Uttar Pradesh",Wheat,Grains,387,2025-05-25,730,2027-05-25,546,HEALTHY
B_14668,WH_KA_01,"Kolar, Karnataka",Rice,Grains,451,2024-12-03,730,2026-12-03,373,HEALTHY
B_14669,WH_MH_01,"Nashik, Maharashtra",Onion,Vegetable,368,2025-11-07,60,2026-01-06,42,HEALTHY
B_14670,WH_MP_01,"Indore, Madhya Pradesh",Wheat,Grains,410,2025-09-20,730,2027-09-20,664,HEALTHY
B_14671,WH_DL_01,"Najafgarh, Delhi",Rice,Grains,255,2025-01-27,730,2027-01-27,428,HEALTHY
B_14672,WH_DL_01,"Najafgarh, Delhi",Masur Dal,Pulses,128,2025-10-02,365,2026-10-02,311,HEALTHY
B_14673,WH_WB_01,"Hooghly, West Bengal",Rice,Grains,413,2025-08-27,730,2027-08-27,640,HEALTHY
B_14674,WH_TN_01,"Chennai, Tamil Nadu",Urad Dal,Pulses,329,2025-01-21,365,2026-01-21,57,HEALTHY
B_14675,WH_MH_01,"Nashik, Maharashtra",Wheat,Grains,372,2025-05-18,730,2027-05-18,539,HEALTHY
B_14676,WH_MH_01,"Nashik, Maharashtra",Tur Dal,Pulses,317,2025-07-31,365,2026-07-31,248,HEALTHY
B_14677,WH_DL_01,"Najafgarh, Delhi",Sugar,Others,418,2025-05-17,730,2027-05-17,538,HEALTHY
B_14678,WH_MP_01,"Indore, Madhya Pradesh",Wheat,Grains,351,2025-04-17,730,2027-04-17,508,HEALTHY
B_14679,WH_MH_02,"Latur, Maharashtra",Tur Dal,Pulses,482,2025-02-04,365,2026-02-04,71,HEALTHY
B_14680,WH_DL_01,"Najafgarh, Delhi",Potato,Vegetable,313,2025-01-01,120,2025-05-01,-208,EXPIRED (Loss)
B_14681,WH_UP_01,"Agra, Uttar Pradesh",Mustard Oil,Oils,33,2025-09-16,365,2026-09-16,295,HEALTHY
B_14682,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,470,2025-08-07,730,2027-08-07,620,HEALTHY
B_14683,WH_MH_01,"Nashik, Maharashtra",Onion,Vegetable,347,2025-01-15,60,2025-03-16,-254,EXPIRED (Loss)
B_14684,WH_MH_02,"Latur, Maharashtra",Urad Dal,Pulses,82,2025-03-29,365,2026-03-29,124,HEALTHY
B_14685,WH_MH_02,"Latur, Maharashtra",Sunflower Oil,Oils,20,2025-08-30,365,2026-08-30,278,HEALTHY
B_14686,WH_MH_01,"Nashik, Maharashtra",Sugar,Others,248,2025-01-27,730,2027-01-27,428,HEALTHY
B_14687,WH_DL_01,"Najafgarh, Delhi",Rice,Grains,45,2025-09-25,730,2027-09-25,669,HEALTHY
B_14688,WH_TN_01,"Chennai, Tamil Nadu",Rice,Grains,154,2025-10-07,730,2027-10-07,681,HEALTHY
B_14689,WH_MH_02,"Latur, Maharashtra",Sunflower Oil,Oils,176,2025-07-10,365,2026-07-10,227,HEALTHY
B_14690,WH_MP_01,"Indore, Madhya Pradesh",Rice,Grains,36,2025-02-04,730,2027-02-04,436,HEALTHY
B_14691,WH_MH_02,"Latur, Maharashtra",Moong Dal,Pulses,157,2025-03-10,365,2026-03-10,105,HEALTHY
B_14692,WH_MH_01,"Nashik, Maharashtra",Onion,Vegetable,372,2024-12-11,60,2025-02-09,-289,EXPIRED (Loss)
B_14693,WH_KA_01,"Kolar, Karnataka",Potato,Vegetable,18,2025-06-15,120,2025-10-13,-43,EXPIRED (Loss)
B_14694,WH_DL_01,"Najafgarh, Delhi",Rice,Grains,437,2025-07-11,730,2027-07-11,593,HEALTHY
B_14695,WH_TN_01,"Chennai, Tamil Nadu",Salt,Others,348,2024-12-06,1000,2027-09-02,646,HEALTHY
B_14696,WH_MP_01,"Indore, Madhya Pradesh",Gram (Chana),Pulses,301,2025-07-24,365,2026-07-24,241,HEALTHY
B_14697,WH_WB_01,"Hooghly, West Bengal",Rice,Grains,342,2025-09-25,730,2027-09-25,669,HEALTHY
B_14698,WH_KA_01,"Kolar, Karnataka",Potato,Vegetable,300,2025-02-22,120,2025-06-22,-156,EXPIRED (Loss)
B_14699,WH_PB_01,"Ludhiana, Punjab",Wheat,Grains,383,2025-08-08,730,2027-08-08,621,HEALTHY
B_14700,WH_TN_01,"Chennai, Tamil Nadu",Rice,Grains,397,2025-02-12,730,2027-02-12,444,HEALTHY
B_14701,WH_DL_01,"Najafgarh, Delhi",Rice,Grains,188,2025-06-01,730,2027-06-01,553,HEALTHY
B_14702,WH_KA_01,"Kolar, Karnataka",Tomato,Vegetable,197,2025-01-27,15,2025-02-11,-287,EXPIRED (Loss)
B_14703,WH_KA_01,"Kolar, Karnataka",Tomato,Vegetable,82,2025-08-10,15,2025-08-25,-92,EXPIRED (Loss)
B_14704,WH_KA_01,"Kolar, Karnataka",Urad Dal,Pulses,230,2025-04-25,365,2026-04-25,151,HEALTHY
B_14705,WH_UP_01,"Agra, Uttar Pradesh",Potato,Vegetable,220,2025-04-30,120,2025-08-28,-89,EXPIRED (Loss)
B_14706,WH_KA_01,"Kolar, Karnataka",Onion,Vegetable,467,2025-06-29,60,2025-08-28,-89,EXPIRED (Loss)
B_14707,WH_WB_01,"Hooghly, West Bengal",Rice,Grains,340,2025-07-25,730,2027-07-25,607,HEALTHY
B_14708,WH_MH_01,"Nashik, Maharashtra",Onion,Vegetable,102,2024-12-21,60,2025-02-19,-279,EXPIRED (Loss)
B_14709,WH_PB_01,"Ludhiana, Punjab",Urad Dal,Pulses,376,2024-12-20,365,2025-12-20,25,WARNING: Sell Soon
B_14710,WH_DL_01,"Najafgarh, Delhi",Onion,Vegetable,468,2025-01-09,60,2025-03-10,-260,EXPIRED (Loss)
B_14711,WH_MH_01,"Nashik, Maharashtra",Onion,Vegetable,135,2024-12-12,60,2025-02-10,-288,EXPIRED (Loss)
B_14712,WH_MP_01,"Indore, Madhya Pradesh",Wheat,Grains,422,2025-05-04,730,2027-05-04,525,HEALTHY
B_14713,WH_TN_01,"Chennai, Tamil Nadu",Urad Dal,Pulses,141,2025-01-14,365,2026-01-14,50,HEALTHY
B_14714,WH_TN_01,"Chennai, Tamil Nadu",Mustard Oil,Oils,328,2025-08-20,365,2026-08-20,268,HEALTHY
B_14715,WH_MH_01,"Nashik, Maharashtra",Sugar,Others,172,2025-03-04,730,2027-03-04,464,HEALTHY
B_14716,WH_UP_01,"Agra, Uttar Pradesh",Wheat,Grains,117,2025-03-12,730,2027-03-12,472,HEALTHY
B_14717,WH_WB_01,"Hooghly, West Bengal",Potato,Vegetable,400,2025-03-11,120,2025-07-09,-139,EXPIRED (Loss)
B_14718,WH_MP_01,"Indore, Madhya Pradesh",Mustard Oil,Oils,290,2024-12-18,365,2025-12-18,23,WARNING: Sell Soon
B_14719,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,29,2024-11-24,730,2026-11-24,364,HEALTHY
B_14720,WH_UP_01,"Agra, Uttar Pradesh",Mustard Oil,Oils,364,2025-05-05,365,2026-05-05,161,HEALTHY
B_14721,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,485,2025-05-24,730,2027-05-24,545,HEALTHY
B_14722,WH_TN_01,"Chennai, Tamil Nadu",Rice,Grains,493,2024-12-02,730,2026-12-02,372,HEALTHY
B_14723,WH_DL_01,"Najafgarh, Delhi",Tur Dal,Pulses,351,2025-05-10,365,2026-05-10,166,HEALTHY
B_14724,WH_WB_01,"Hooghly, West Bengal",Rice,Grains,355,2025-01-29,730,2027-01-29,430,HEALTHY
B_14725,WH_MH_02,"Latur, Maharashtra",Rice,Grains,273,2025-06-24,730,2027-06-24,576,HEALTHY
B_14726,WH_DL_01,"Najafgarh, Delhi",Potato,Vegetable,309,2025-08-31,120,2025-12-29,34,HEALTHY
B_14727,WH_KA_01,"Kolar, Karnataka",Potato,Vegetable,177,2024-12-12,120,2025-04-11,-228,EXPIRED (Loss)
B_14728,WH_KA_01,"Kolar, Karnataka",Sunflower Oil,Oils,149,2025-06-06,365,2026-06-06,193,HEALTHY
